Acc,Cans,Kilograms,Fat,SNF,Date,Shift
3680,8,291,8.1,9.0,2018-01-19,1
865,2,53,7.0,8.5,2018-01-19,1
3665,7,268,3.3,8.4,2018-01-19,1
3516,3,81,6.3,8.6,2018-01-19,1
1516,2,72,6.2,8.6,2018-01-19,1
949,5,182,6.1,8.7,2018-01-19,1
1725,1,10,5.7,8.7,2018-01-19,1
2959,3,118,5.9,8.4,2018-01-19,1
1725,1,20,6.9,8.3,2018-01-19,0
873,2,56,6.1,8.5,2018-01-19,1
1516,1,32,5.6,8.6,2018-01-19,0
3680,8,285,8.0,9.0,2018-01-19,0
949,4,150,6.9,8.6,2018-01-19,0
3536,1,37,6.3,8.2,2018-01-19,0
457,2,46,4.2,8.1,2018-01-19,0
460,1,9,6.1,8.6,2018-01-19,0
893,1,29,6.1,8.5,2018-01-19,0
925,2,53,5.3,8.2,2018-01-19,0
2959,2,66,5.1,8.5,2018-01-19,0
865,1,18,6.0,8.4,2018-01-19,0
3665,7,270,3.3,8.4,2018-01-19,0
873,1,27,5.3,8.5,2018-01-19,0
3516,2,47,7.0,8.6,2018-01-19,0
871,1,39,5.5,8.3,2018-01-19,0
786,1,19,4.1,8.2,2018-01-20,1
457,1,29,3.9,8.1,2018-01-20,1
925,1,33,5.1,8.2,2018-01-20,1
460,1,14,7.1,8.7,2018-01-20,1
893,1,26,6.9,8.6,2018-01-20,1
871,1,33,5.3,8.3,2018-01-20,1
3680,8,283,8.3,8.9,2018-01-20,1
865,2,51,6.6,8.5,2018-01-20,1
3665,7,279,3.3,8.4,2018-01-20,1
873,2,74,6.2,8.5,2018-01-20,1
3516,3,82,6.3,8.7,2018-01-20,1
1516,2,70,6.4,8.5,2018-01-20,1
3536,2,54,6.5,8.6,2018-01-20,1
1725,1,10,5.9,8.6,2018-01-20,1
2959,3,117,5.7,8.5,2018-01-20,1
949,5,173,6.7,8.4,2018-01-20,1
3665,7,271,3.2,8.4,2018-01-20,0
3680,8,283,8.1,8.9,2018-01-20,0
949,4,137,6.6,8.6,2018-01-20,0
3536,2,54,5.6,8.3,2018-01-20,0
457,2,51,4.3,8.1,2018-01-20,0
925,2,60,4.9,8.2,2018-01-20,0
1725,1,20,6.3,8.3,2018-01-20,0
893,1,14,6.5,8.5,2018-01-20,0
460,1,10,5.3,8.4,2018-01-20,0
871,1,19,5.1,8.3,2018-01-20,0
2959,2,62,5.6,8.3,2018-01-20,0
865,1,17,6.6,8.4,2018-01-20,0
873,1,32,6.1,8.5,2018-01-20,0
3516,2,49,6.4,8.6,2018-01-20,0
1516,1,33,5.9,8.3,2018-01-20,0
786,1,38,4.6,8.3,2018-01-20,0
871,1,35,5.7,8.2,2018-01-21,0
460,1,8,6.8,8.7,2018-01-21,0
786,2,41,4.6,8.2,2018-01-21,0
893,1,27,5.9,8.3,2018-01-21,0
925,2,48,5.0,8.2,2018-01-21,0
3516,1,37,7.6,8.6,2018-01-21,0
3536,2,49,5.7,8.3,2018-01-21,0
873,6,203,3.2,8.3,2018-01-21,0
949,4,125,6.8,8.5,2018-01-21,0
2959,2,60,4.9,8.6,2018-01-21,0
457,2,51,4.8,8.0,2018-01-21,0
865,1,28,7.2,8.1,2018-01-21,0
877,1,30,3.6,8.3,2018-01-21,0
786,1,59,4.8,8.3,2018-01-21,1
1725,1,10,5.7,8.9,2018-01-21,1
3680,8,299,8.4,9.0,2018-01-21,1
1516,1,69,6.3,8.6,2018-01-21,1
873,3,99,6.1,8.6,2018-01-21,1
3665,9,338,3.3,8.3,2018-01-21,1
865,2,44,6.7,8.7,2018-01-21,1
2959,3,107,6.1,8.6,2018-01-21,1
871,1,31,5.2,8.2,2018-01-21,1
3665,8,288,3.2,8.3,2018-01-21,0
3516,3,97,5.9,9.0,2018-01-21,1
460,1,12,7.2,9.0,2018-01-21,1
925,1,36,4.9,8.3,2018-01-21,1
457,1,28,4.6,8.3,2018-01-21,1
3536,2,47,6.4,8.7,2018-01-21,1
877,2,47,7.9,8.5,2018-01-21,1
949,4,160,6.4,8.7,2018-01-21,1
1725,1,20,6.8,8.2,2018-01-21,0
3680,8,295,8.2,9.0,2018-01-21,0
1516,2,41,5.7,8.2,2018-01-21,0
893,1,28,6.6,8.7,2018-01-21,1
3536,2,47,6.5,8.5,2018-01-22,1
457,2,41,4.9,8.1,2018-01-22,1
925,2,44,4.8,8.1,2018-01-22,1
460,1,13,7.0,9.0,2018-01-22,1
893,1,27,6.5,8.8,2018-01-22,1
2959,3,108,5.4,8.6,2018-01-22,1
1516,2,66,6.4,8.5,2018-01-22,1
3665,7,271,3.3,8.3,2018-01-22,1
873,3,99,5.8,8.5,2018-01-22,1
3516,3,96,6.0,8.7,2018-01-22,1
1725,1,10,5.8,8.8,2018-01-22,1
877,2,42,8.7,8.4,2018-01-22,1
865,2,43,6.0,8.6,2018-01-22,1
949,5,162,6.9,8.8,2018-01-22,1
3680,5,191,8.4,9.0,2018-01-22,1
3680,5,198,8.5,8.9,2018-01-22,0
877,1,40,3.4,8.2,2018-01-22,0
3536,2,49,6.0,8.7,2018-01-22,0
457,1,17,4.4,8.1,2018-01-22,0
925,2,60,5.6,8.3,2018-01-22,0
460,1,8,7.0,8.6,2018-01-22,0
893,1,27,6.4,8.7,2018-01-22,0
949,4,131,6.5,8.5,2018-01-22,0
865,1,29,7.2,8.4,2018-01-22,0
2959,2,65,4.9,8.4,2018-01-22,0
1516,1,29,6.0,8.1,2018-01-22,0
1725,1,20,6.6,8.4,2018-01-22,0
873,4,157,3.3,8.2,2018-01-22,0
3665,7,266,3.2,8.3,2018-01-22,0
3516,1,34,7.4,8.6,2018-01-22,0
457,1,33,4.6,8.2,2018-01-24,1
925,1,33,5.4,8.1,2018-01-24,1
460,1,15,6.2,9.0,2018-01-24,1
893,1,13,6.1,8.5,2018-01-24,1
786,1,28,5.1,8.2,2018-01-24,1
871,1,16,6.1,8.6,2018-01-24,1
865,1,32,7.0,8.9,2018-01-24,1
3665,7,260,3.5,8.3,2018-01-24,1
3516,3,82,6.7,8.7,2018-01-24,1
1516,2,50,6.3,8.6,2018-01-24,1
3680,2,70,8.4,9.0,2018-01-24,1
3536,1,38,6.6,8.6,2018-01-24,1
1725,1,10,6.1,8.8,2018-01-24,1
2959,3,87,7.2,8.7,2018-01-24,1
873,2,57,6.5,8.6,2018-01-24,1
949,4,127,6.8,8.7,2018-01-24,1
3680,4,104,8.2,9.0,2018-01-24,0
1725,1,20,6.5,8.6,2018-01-24,0
949,4,132,6.7,8.7,2018-01-24,0
3536,1,38,2.7,8.3,2018-01-24,0
457,2,58,4.8,8.2,2018-01-24,0
460,1,10,5.1,8.5,2018-01-24,0
893,1,25,6.4,8.6,2018-01-24,0
786,1,36,4.6,8.2,2018-01-24,0
925,2,53,4.8,8.3,2018-01-24,0
2959,1,60,5.4,8.7,2018-01-24,0
865,1,33,6.8,8.5,2018-01-24,0
3665,6,207,3.4,8.4,2018-01-24,0
873,2,54,5.7,8.6,2018-01-24,0
3516,2,47,6.8,8.7,2018-01-24,0
1516,1,35,5.9,8.6,2018-01-24,0
871,1,28,5.8,8.5,2018-01-24,0
871,1,30,5.5,8.5,2018-01-25,1
457,2,63,4.0,8.2,2018-01-25,1
925,1,37,5.0,8.2,2018-01-25,1
460,1,15,6.8,8.8,2018-01-25,1
893,1,29,6.4,8.7,2018-01-25,1
786,1,33,5.0,8.4,2018-01-25,1
2959,3,111,6.1,8.7,2018-01-25,1
3536,2,43,3.6,8.5,2018-01-25,1
3665,7,241,3.4,8.5,2018-01-25,1
873,2,64,6.2,8.7,2018-01-25,1
3516,3,105,5.6,8.8,2018-01-25,1
1516,2,71,6.6,8.6,2018-01-25,1
3680,4,150,8.7,8.8,2018-01-25,1
1725,1,10,5.7,8.7,2018-01-25,1
865,2,55,6.6,8.6,2018-01-25,1
949,5,171,7.0,8.7,2018-01-25,1
893,1,27,6.1,8.5,2018-01-25,0
3680,3,103,8.6,8.9,2018-01-25,0
1725,1,13,5.8,8.6,2018-01-25,0
949,4,139,6.6,8.7,2018-01-25,0
3536,2,41,3.1,8.3,2018-01-25,0
457,2,43,4.7,8.1,2018-01-25,0
925,2,59,4.7,8.2,2018-01-25,0
786,1,32,5.2,8.2,2018-01-25,0
460,1,9,7.2,8.5,2018-01-25,0
2959,2,59,6.2,8.6,2018-01-25,0
865,1,23,6.8,8.6,2018-01-25,0
3665,4,150,3.2,8.5,2018-01-25,0
873,1,38,5.7,8.5,2018-01-25,0
3516,1,37,6.2,8.6,2018-01-25,0
1516,1,37,6.2,8.6,2018-01-25,0
871,1,34,5.8,8.5,2018-01-25,0
949,5,175,6.7,8.7,2018-01-26,1
786,1,31,5.1,8.4,2018-01-26,1
3536,2,52,3.5,8.5,2018-01-26,1
457,1,39,4.8,8.1,2018-01-26,1
460,1,15,7.1,8.8,2018-01-26,1
893,1,29,6.7,8.7,2018-01-26,1
871,1,31,5.7,8.5,2018-01-26,1
3680,9,352,8.4,8.9,2018-01-26,1
865,2,52,6.6,8.5,2018-01-26,1
3665,10,391,3.5,8.3,2018-01-26,1
873,1,14,7.0,8.6,2018-01-26,1
3516,3,92,6.4,8.8,2018-01-26,1
1516,2,47,6.4,8.6,2018-01-26,1
1725,1,23,6.0,8.6,2018-01-26,0
1725,1,10,6.1,8.7,2018-01-26,1
2959,3,118,5.8,8.6,2018-01-26,1
3680,7,250,8.5,8.9,2018-01-26,0
925,1,32,5.2,8.1,2018-01-26,1
3516,1,40,6.6,8.5,2018-01-26,0
1516,1,33,6.1,8.6,2018-01-26,0
949,4,134,6.6,8.7,2018-01-26,0
3536,1,35,3.3,8.5,2018-01-26,0
457,2,62,4.6,8.1,2018-01-26,0
460,1,8,6.3,8.4,2018-01-26,0
893,1,31,6.2,8.5,2018-01-26,0
786,1,32,5.1,8.2,2018-01-26,0
871,1,35,5.1,8.5,2018-01-26,0
925,2,61,4.7,8.1,2018-01-26,0
865,1,30,6.8,8.5,2018-01-26,0
3665,6,201,3.6,8.5,2018-01-26,0
873,1,34,5.8,8.6,2018-01-26,0
2959,2,58,5.1,8.6,2018-01-26,0
3680,4,150,8.5,8.9,2018-01-27,0
1725,1,23,6.6,8.6,2018-01-27,0
949,4,159,6.7,8.7,2018-01-27,1
865,2,47,6.9,8.6,2018-01-27,1
3536,2,49,3.2,8.5,2018-01-27,1
457,2,46,4.3,8.1,2018-01-27,1
460,1,15,7.1,8.8,2018-01-27,1
893,1,25,7.0,8.6,2018-01-27,1
2959,3,114,5.7,8.7,2018-01-27,1
871,1,24,5.2,8.5,2018-01-27,1
786,1,26,5.2,8.1,2018-01-27,1
1516,1,34,6.2,8.6,2018-01-27,0
925,1,36,4.8,8.1,2018-01-27,1
873,1,37,5.7,8.7,2018-01-27,0
460,1,8,5.6,8.5,2018-01-27,0
865,1,28,6.9,8.5,2018-01-27,0
2959,2,64,5.1,8.6,2018-01-27,0
871,2,41,5.4,8.5,2018-01-27,0
786,1,32,5.3,8.2,2018-01-27,0
893,1,28,6.2,8.6,2018-01-27,0
925,2,58,4.6,8.1,2018-01-27,0
457,2,59,4.4,8.1,2018-01-27,0
3536,1,24,2.9,8.2,2018-01-27,0
949,4,137,6.6,8.7,2018-01-27,0
3665,9,341,3.2,8.4,2018-01-27,1
1725,1,10,6.2,8.6,2018-01-27,1
3680,7,250,8.4,8.9,2018-01-27,1
1516,2,79,6.6,8.7,2018-01-27,1
873,2,71,6.1,8.7,2018-01-27,1
3665,7,256,3.4,8.3,2018-01-27,0
2959,3,114,5.6,8.7,2018-01-28,1
865,2,54,6.8,8.6,2018-01-28,1
457,1,34,4.1,8.2,2018-01-28,1
893,1,25,6.3,8.5,2018-01-28,0
460,1,8,6.0,8.6,2018-01-28,0
925,2,57,5.0,8.1,2018-01-28,0
457,1,25,4.9,8.1,2018-01-28,0
3536,2,42,3.3,8.3,2018-01-28,0
949,4,139,6.8,8.7,2018-01-28,0
1725,1,10,5.2,8.6,2018-01-28,1
786,1,31,5.1,8.3,2018-01-28,0
1516,2,61,6.4,8.6,2018-01-28,1
3516,3,102,6.7,8.7,2018-01-28,1
873,2,66,6.3,8.6,2018-01-28,1
3665,9,352,3.4,8.3,2018-01-28,1
2959,2,64,5.0,8.6,2018-01-28,0
3680,6,214,8.7,9.0,2018-01-28,1
3665,7,256,3.6,8.3,2018-01-28,0
871,1,28,5.5,8.5,2018-01-28,1
786,1,31,5.2,8.3,2018-01-28,1
893,1,20,7.1,8.6,2018-01-28,1
460,1,14,7.0,8.7,2018-01-28,1
925,1,35,6.1,8.2,2018-01-28,1
3536,2,46,3.0,8.3,2018-01-28,1
865,1,28,7.1,8.6,2018-01-28,0
871,1,38,4.8,8.5,2018-01-28,0
873,2,41,6.0,8.6,2018-01-28,0
3516,4,121,6.2,8.6,2018-01-28,0
1516,1,31,5.6,8.6,2018-01-28,0
3680,3,107,8.8,9.0,2018-01-28,0
1725,1,23,6.7,8.5,2018-01-28,0
949,5,166,6.6,8.7,2018-01-28,1
1516,2,66,6.3,8.4,2018-01-29,1
460,1,15,6.8,8.7,2018-01-29,1
893,1,19,6.9,8.7,2018-01-29,1
786,1,31,5.3,8.5,2018-01-29,1
871,1,36,5.1,8.1,2018-01-29,1
2959,3,118,5.8,8.6,2018-01-29,1
1725,1,10,6.1,8.3,2018-01-29,1
3665,5,165,6.7,9.0,2018-01-29,1
873,2,64,6.3,8.5,2018-01-29,1
3516,3,97,7.0,8.6,2018-01-29,1
3680,7,252,6.5,8.9,2018-01-29,1
865,2,53,7.1,8.5,2018-01-29,1
457,2,51,4.2,7.9,2018-01-29,1
2959,2,59,5.0,8.5,2018-01-29,0
457,2,71,4.5,8.0,2018-01-29,0
925,2,60,5.1,8.0,2018-01-29,0
460,1,8,5.6,8.8,2018-01-29,0
893,1,21,6.4,8.5,2018-01-29,0
786,1,33,4.8,8.1,2018-01-29,0
871,2,41,5.3,8.1,2018-01-29,0
925,1,33,5.2,8.0,2018-01-29,1
865,1,17,7.6,8.2,2018-01-29,0
3665,5,175,6.5,9.0,2018-01-29,0
873,1,38,5.8,8.2,2018-01-29,0
3536,1,37,6.7,8.4,2018-01-29,0
949,4,140,6.8,8.5,2018-01-29,0
3516,1,27,7.6,8.7,2018-01-29,0
1516,1,40,6.1,8.5,2018-01-29,0
3680,5,190,6.3,8.9,2018-01-29,0
1725,1,23,6.4,8.4,2018-01-29,0
949,5,192,6.3,8.5,2018-01-29,1
3536,2,55,3.3,8.4,2018-01-29,1
457,1,40,5.1,8.0,2018-01-30,1
893,1,25,6.5,8.6,2018-01-30,1
786,1,31,4.6,8.3,2018-01-30,1
3536,2,62,6.4,8.5,2018-01-30,1
949,5,176,6.6,8.6,2018-01-30,1
1725,1,23,6.4,8.3,2018-01-30,0
3680,7,240,5.8,9.0,2018-01-30,0
925,1,37,5.1,8.1,2018-01-30,1
460,1,18,5.0,9.0,2018-01-30,1
1516,1,35,5.9,8.3,2018-01-30,0
2959,3,116,5.7,8.5,2018-01-30,1
865,2,41,7.0,8.8,2018-01-30,1
3665,5,195,6.0,9.0,2018-01-30,1
873,2,74,6.3,8.4,2018-01-30,1
3516,3,98,6.8,8.7,2018-01-30,1
1516,2,74,6.1,8.5,2018-01-30,1
3680,7,280,5.9,9.0,2018-01-30,1
1725,1,10,6.0,8.5,2018-01-30,1
871,1,31,5.4,8.0,2018-01-30,1
3516,1,40,5.6,8.2,2018-01-30,0
871,1,32,5.9,8.1,2018-01-30,0
3665,5,180,5.8,9.0,2018-01-30,0
865,1,25,7.4,8.3,2018-01-30,0
2959,2,62,5.1,8.1,2018-01-30,0
786,2,82,5.2,8.0,2018-01-30,0
893,1,28,5.9,8.4,2018-01-30,0
460,1,10,6.0,8.6,2018-01-30,0
925,2,60,4.7,8.0,2018-01-30,0
457,2,63,4.5,8.0,2018-01-30,0
3536,1,33,6.7,8.3,2018-01-30,0
949,4,149,6.8,8.5,2018-01-30,0
873,1,34,5.7,8.4,2018-01-30,0
893,1,27,6.7,8.2,2018-01-31,1
786,1,29,4.9,8.1,2018-01-31,1
871,2,41,4.9,8.1,2018-01-31,1
2959,3,100,5.8,8.4,2018-01-31,1
865,2,50,6.8,8.1,2018-01-31,1
3680,7,277,6.7,9.0,2018-01-31,1
873,2,67,6.4,9.0,2018-01-31,1
3516,3,94,7.0,8.4,2018-01-31,1
1516,2,77,6.3,8.4,2018-01-31,1
460,1,22,5.5,8.4,2018-01-31,1
1725,1,10,5.9,8.3,2018-01-31,1
3665,5,185,6.5,8.9,2018-01-31,1
925,2,41,4.8,8.1,2018-01-31,1
3680,6,230,6.7,8.9,2018-01-31,0
3536,2,67,6.4,8.1,2018-01-31,1
949,5,181,6.7,8.6,2018-01-31,1
1725,1,23,6.3,8.7,2018-01-31,0
1516,1,38,6.0,8.6,2018-01-31,0
3516,2,41,6.6,8.8,2018-01-31,0
873,2,41,5.7,8.5,2018-01-31,0
3665,5,195,6.3,9.0,2018-01-31,0
865,1,17,7.4,8.5,2018-01-31,0
2959,2,54,4.7,8.5,2018-01-31,0
871,1,26,5.6,8.4,2018-01-31,0
786,1,31,5.2,8.2,2018-01-31,0
893,1,27,6.3,8.7,2018-01-31,0
457,2,71,4.4,8.2,2018-01-31,1
457,2,62,4.7,8.0,2018-01-31,0
925,2,60,4.8,8.0,2018-01-31,0
460,1,10,6.0,8.6,2018-01-31,0
3536,1,31,3.8,8.5,2018-01-31,0
949,4,128,6.4,8.7,2018-01-31,0
786,1,32,5.2,8.1,2018-02-01,0
865,2,49,6.9,8.9,2018-02-01,1
2959,3,117,5.5,8.6,2018-02-01,1
871,2,41,5.5,8.5,2018-02-01,1
786,1,29,5.1,8.5,2018-02-01,1
893,1,17,6.7,8.3,2018-02-01,1
460,1,22,5.3,8.8,2018-02-01,1
925,1,36,5.3,8.1,2018-02-01,1
457,2,72,4.9,8.2,2018-02-01,1
3536,2,48,6.4,8.7,2018-02-01,1
949,5,181,6.9,8.9,2018-02-01,1
1725,1,10,4.5,8.4,2018-02-01,0
3665,7,259,5.8,9.0,2018-02-01,1
893,1,33,6.3,8.4,2018-02-01,0
873,3,94,6.2,8.6,2018-02-01,1
1516,2,77,6.5,8.5,2018-02-01,1
460,1,10,4.5,8.4,2018-02-01,0
925,2,56,5.2,8.0,2018-02-01,0
457,2,69,4.6,8.0,2018-02-01,0
3536,1,37,6.9,8.7,2018-02-01,0
949,4,128,6.9,8.8,2018-02-01,0
2959,2,64,5.1,8.3,2018-02-01,0
3516,3,81,6.6,8.8,2018-02-01,1
865,1,23,7.3,8.6,2018-02-01,0
873,1,37,5.9,8.5,2018-02-01,0
3516,2,41,6.5,8.6,2018-02-01,0
1516,1,35,5.6,8.5,2018-02-01,0
3680,7,265,7.1,8.9,2018-02-01,0
1725,1,10,6.0,8.8,2018-02-01,1
3680,7,276,6.9,8.9,2018-02-01,1
3665,7,250,5.5,8.9,2018-02-01,0
871,1,29,5.8,8.5,2018-02-01,0
2959,2,62,4.7,8.6,2018-02-02,0
786,1,27,4.6,8.5,2018-02-02,1
1725,1,23,6.2,8.7,2018-02-02,0
949,5,175,6.8,8.9,2018-02-02,1
3536,2,46,6.1,8.7,2018-02-02,1
457,2,44,4.7,8.2,2018-02-02,1
925,1,37,5.0,8.0,2018-02-02,1
460,1,24,5.4,8.8,2018-02-02,1
3516,2,58,6.7,8.8,2018-02-02,0
871,1,28,6.4,8.7,2018-02-02,1
2959,4,121,5.7,8.7,2018-02-02,1
865,2,55,7.0,8.9,2018-02-02,1
3665,4,150,4.5,8.5,2018-02-02,1
873,3,90,6.0,8.6,2018-02-02,1
3516,3,92,6.7,8.9,2018-02-02,1
1516,2,75,6.6,8.7,2018-02-02,1
3680,2,76,7.5,9.0,2018-02-02,1
1725,1,10,5.7,8.6,2018-02-02,1
873,1,32,5.8,8.6,2018-02-02,0
3665,5,200,5.0,9.0,2018-02-02,0
865,1,22,6.9,8.7,2018-02-02,0
871,1,32,5.6,8.4,2018-02-02,0
786,1,32,5.0,8.3,2018-02-02,0
460,1,10,4.1,8.5,2018-02-02,0
925,2,60,4.9,8.0,2018-02-02,0
457,2,66,4.7,8.0,2018-02-02,0
3536,1,38,6.7,8.8,2018-02-02,0
949,4,143,6.7,8.9,2018-02-02,0
3680,2,41,7.8,9.0,2018-02-02,0
1516,1,38,6.0,8.6,2018-02-02,0
3680,3,92,7.6,9.0,2018-02-03,0
949,3,117,6.6,8.8,2018-02-03,1
949,4,131,6.5,8.8,2018-02-03,0
457,2,71,4.8,8.0,2018-02-03,0
925,2,60,5.2,8.0,2018-02-03,0
460,1,14,4.6,8.3,2018-02-03,0
893,1,32,6.3,8.6,2018-02-03,0
786,1,31,5.2,8.3,2018-02-03,0
871,1,24,6.2,8.5,2018-02-03,0
2959,2,67,5.1,8.6,2018-02-03,0
865,1,21,7.3,8.4,2018-02-03,0
3665,5,188,4.5,8.5,2018-02-03,0
873,1,39,5.3,8.7,2018-02-03,0
1725,1,23,6.3,8.5,2018-02-03,0
1516,2,41,6.1,8.3,2018-02-03,0
3516,2,42,6.5,8.7,2018-02-03,0
925,1,37,4.9,8.1,2018-02-03,1
1725,1,10,5.9,9.0,2018-02-03,1
3680,6,214,8.5,9.0,2018-02-03,1
1516,2,76,6.6,8.7,2018-02-03,1
457,2,61,5.1,8.4,2018-02-03,1
873,3,94,6.3,8.7,2018-02-03,1
3665,8,285,5.1,8.9,2018-02-03,1
3516,3,93,6.8,8.9,2018-02-03,1
2959,3,114,5.8,8.7,2018-02-03,1
871,1,29,6.4,8.7,2018-02-03,1
786,1,17,4.7,8.5,2018-02-03,1
893,1,20,6.9,8.7,2018-02-03,1
460,1,22,5.8,8.8,2018-02-03,1
865,2,57,7.0,8.8,2018-02-03,1
925,1,34,5.3,8.2,2018-02-04,1
460,1,18,4.7,8.5,2018-02-04,1
893,1,20,6.3,8.7,2018-02-04,1
786,1,30,4.9,8.3,2018-02-04,1
871,1,33,4.6,8.5,2018-02-04,1
3680,3,98,7.6,8.9,2018-02-04,1
865,2,55,6.8,8.7,2018-02-04,1
3665,7,207,7.2,8.9,2018-02-04,1
873,2,97,5.7,8.7,2018-02-04,1
3516,3,104,6.2,8.7,2018-02-04,1
1516,2,75,6.1,8.6,2018-02-04,1
457,2,55,4.7,8.2,2018-02-04,1
2959,3,119,5.6,8.6,2018-02-04,1
949,5,182,6.4,8.7,2018-02-04,1
865,1,23,7.1,8.6,2018-02-04,0
3680,2,50,7.8,9.0,2018-02-04,0
1516,1,40,5.8,8.6,2018-02-04,0
3516,2,41,6.1,8.5,2018-02-04,0
873,1,33,5.8,8.7,2018-02-04,0
3665,3,94,4.5,8.5,2018-02-04,0
2959,2,68,4.8,8.6,2018-02-04,0
871,1,18,5.1,8.5,2018-02-04,0
786,1,31,5.4,8.2,2018-02-04,0
893,1,31,6.2,8.6,2018-02-04,0
460,1,13,4.2,8.5,2018-02-04,0
925,2,60,4.7,8.2,2018-02-04,0
457,2,74,5.1,8.1,2018-02-04,0
949,4,121,6.5,8.7,2018-02-04,0
1725,1,23,6.5,8.6,2018-02-04,0
1725,1,10,5.7,8.6,2018-02-04,1
3516,2,41,6.4,8.6,2018-02-05,0
3536,2,41,6.5,8.6,2018-02-05,0
1725,1,10,5.8,8.6,2018-02-05,1
3680,5,153,6.8,9.0,2018-02-05,1
1516,3,83,6.8,8.6,2018-02-05,1
3516,3,102,6.8,8.8,2018-02-05,1
949,4,142,6.7,8.7,2018-02-05,0
873,3,100,5.9,8.6,2018-02-05,1
3665,5,185,7.4,8.9,2018-02-05,1
865,2,46,6.6,8.6,2018-02-05,1
2959,3,120,5.7,8.6,2018-02-05,1
786,1,28,4.5,8.3,2018-02-05,1
893,1,18,6.5,8.6,2018-02-05,1
460,1,25,5.6,8.8,2018-02-05,1
925,1,36,4.7,8.0,2018-02-05,1
457,2,69,4.6,8.0,2018-02-05,1
871,1,19,6.4,8.7,2018-02-05,1
949,5,161,6.4,8.7,2018-02-05,1
457,2,72,4.8,8.0,2018-02-05,0
3536,1,24,6.5,8.5,2018-02-05,1
460,1,17,5.2,8.4,2018-02-05,0
893,1,32,6.2,8.6,2018-02-05,0
786,1,32,5.2,8.4,2018-02-05,0
871,1,12,5.3,8.6,2018-02-05,0
2959,2,69,5.2,8.6,2018-02-05,0
925,2,54,4.8,8.0,2018-02-05,0
3665,3,109,4.5,8.4,2018-02-05,0
873,1,34,5.9,8.6,2018-02-05,0
1516,1,39,5.2,8.5,2018-02-05,0
3680,4,121,6.7,9.0,2018-02-05,0
1725,1,23,6.2,8.6,2018-02-05,0
865,1,23,7.1,8.6,2018-02-05,0
460,1,25,4.8,8.7,2018-02-06,1
893,1,26,5.5,8.6,2018-02-06,1
786,1,19,6.5,8.4,2018-02-06,1
871,1,29,5.0,8.2,2018-02-06,1
865,2,54,5.5,8.5,2018-02-06,1
3516,3,94,6.5,8.5,2018-02-06,1
873,3,84,5.9,8.8,2018-02-06,1
1516,3,82,6.6,8.5,2018-02-06,1
3680,2,80,6.6,9.0,2018-02-06,1
1725,1,10,6.4,8.6,2018-02-06,1
925,1,36,4.1,8.1,2018-02-06,1
3665,4,125,7.4,9.0,2018-02-06,1
457,1,62,5.6,8.1,2018-02-06,1
2959,3,120,5.7,8.7,2018-02-06,1
3680,4,140,7.6,9.0,2018-02-06,0
925,2,59,4.6,8.1,2018-02-06,0
460,1,15,4.4,8.4,2018-02-06,0
893,1,32,6.2,8.5,2018-02-06,0
786,1,29,5.1,8.2,2018-02-06,0
871,1,32,5.6,8.2,2018-02-06,0
2959,2,68,4.9,8.7,2018-02-06,0
457,2,71,4.6,8.1,2018-02-06,0
865,1,22,7.1,8.3,2018-02-06,0
1516,1,35,6.1,8.7,2018-02-06,0
3516,1,40,6.2,8.5,2018-02-06,0
1725,1,23,6.2,8.4,2018-02-06,0
3665,3,85,7.4,9.0,2018-02-06,0
873,1,37,5.7,8.8,2018-02-06,0
3536,1,27,6.1,8.7,2018-02-07,1
3680,5,193,6.8,9.0,2018-02-07,1
1516,3,87,6.6,8.8,2018-02-07,1
3516,3,92,6.3,8.6,2018-02-07,1
1725,1,10,6.0,8.8,2018-02-07,1
3665,5,187,7.3,9.0,2018-02-07,1
2959,4,126,5.6,9.0,2018-02-07,1
786,1,27,5.2,8.4,2018-02-07,1
893,1,19,6.9,9.0,2018-02-07,1
460,1,26,5.4,8.8,2018-02-07,1
925,1,36,4.8,8.1,2018-02-07,1
457,3,88,4.5,8.1,2018-02-07,1
873,3,85,5.6,9.0,2018-02-07,1
949,5,185,6.5,8.8,2018-02-07,1
3680,4,151,6.3,9.0,2018-02-07,0
1725,1,23,5.6,8.8,2018-02-07,0
949,4,127,6.7,9.0,2018-02-07,0
3536,2,41,6.6,8.4,2018-02-07,0
925,2,57,4.8,8.1,2018-02-07,0
460,1,15,4.5,8.4,2018-02-07,0
893,1,32,6.2,8.4,2018-02-07,0
457,2,62,4.4,8.0,2018-02-07,0
2959,2,70,4.9,9.0,2018-02-07,0
3665,4,159,7.0,9.0,2018-02-07,0
873,1,39,5.3,8.8,2018-02-07,0
3516,2,54,6.3,8.4,2018-02-07,0
1516,1,39,5.6,9.0,2018-02-07,0
786,1,29,5.4,8.3,2018-02-07,0
871,1,36,5.6,8.3,2018-02-08,1
457,2,66,4.2,8.2,2018-02-08,1
925,1,35,4.8,8.3,2018-02-08,1
460,1,25,5.1,8.4,2018-02-08,1
893,1,16,6.9,8.5,2018-02-08,1
786,1,30,5.2,8.3,2018-02-08,1
2959,3,107,5.5,8.6,2018-02-08,1
1725,1,10,5.9,8.6,2018-02-08,1
3665,4,147,5.2,9.0,2018-02-08,1
873,3,82,5.8,8.6,2018-02-08,1
3516,3,103,6.5,8.6,2018-02-08,1
1516,2,79,6.5,8.6,2018-02-08,1
