Avengers: Endgame,Action
Avengers: Endgame,Adventure
Avengers: Endgame,Fantasy
Jersey,Drama
Jersey,Sports
Kanchana 3,Comedy
Kanchana 3,Horror
Chitralahari,Drama
Chitralahari,Romance
Majili,Drama
Majili,Romance
Kalank,Drama
Kalank,Period-
Kalank,Romance
The Tashkent Files,Drama
The Tashkent Files,Mystery
The Tashkent Files,Thriller
Dumbo,Adventure
Dumbo,Family
Dumbo,Fantasy
The Curse Of The Weeping Woman,Horror
The Curse Of The Weeping Woman,Mystery
The Curse Of The Weeping Woman,Thriller
Oru Yamandan Prema Kadha,Comedy
Oru Yamandan Prema Kadha,Drama
Oru Yamandan Prema Kadha,Romance
Blank,Action
Blank,Thriller
How To Train Your Dragon: The Hidden World,Action
How To Train Your Dragon: The Hidden World,Adventure
How To Train Your Dragon: The Hidden World,Animation
Diksoochi,Crime
Diksoochi,Thriller
Idhi ChalaThakkuva,Drama
Uyare,Drama
Uyare,Romance
Nuvvu Thopu Raa,Action
Nuvvu Thopu Raa,Drama
Setters,Crime
Setters,Drama
Setters,Thriller
A Dog's Way Home,Adventure
A Dog's Way Home,Drama
A Dog's Way Home,Family
Uglydolls,Adventure
Uglydolls,Animation
Uglydolls,Comedy
Okate Life,Drama
Duppatlo Minnagu,Drama
Geetha Chalo,Comedy
Geetha Chalo,Romance
After,Drama
After,Romance
Danger Love Story,Drama
Danger Love Story,Romance
Total Dhamaal,Comedy
Romeo Akbar Walter,Action
Romeo Akbar Walter,Thriller
Hellboy,Action
Hellboy,Adventure
1978 A Teen Night Out,Horror
1978 A Teen Night Out,Thriller
Gunwali Dulhaniya,Drama
Hansa Ek Sanyog,Drama
3rd Eye,Drama
3rd Eye,Thriller
K 13,Action
K 13,Drama
K 13,Thriller
Lucifer (Tamil),Drama
Rangupaduddi,Comedy
Rangupaduddi,Horror
Baalaa,Drama
Gara,Drama
Ombathane Adbutha,Drama
Loafers,Drama
Prakashante Metro,Comedy
Prakashante Metro,Drama
Ikkayude Shakadam,Drama
Blackia,Crime
Blackia,Drama
Blackia,Period 
Jind Jaan,Drama
Dil Diyan Gallan,Drama
Bau Na Vichaar,Comedy
Bau Na Vichaar,Drama
Bau Na Vichaar,Family
Bornodi Bhotiai,Drama
Maharshi,Action
Maharshi,Drama
Maharshi,Romance
Student Of The Year 2,Drama
Student Of The Year 2,Romance
Student Of The Year 2,Sports 
Chhota Bheem: Kung Fu Dhamaka,Action
Chhota Bheem: Kung Fu Dhamaka,Adventure
Chhota Bheem: Kung Fu Dhamaka,Animation
BRIGHTBURN,Drama
BRIGHTBURN,Horror
Pokemon Detective Pikachu,Adventure
Pokemon Detective Pikachu,Comedy
Ayogya,Drama
Neeya 2,Drama
Nagakanya,Drama
Khananam,Suspense
Khananam,Thriller
Sorry,Drama
Sorry,Family
Sorry,Fantasy
Ek Hota Pani,Drama
66 Sadashiv,Drama
Soojidaara,Drama
Anushka,Fantasy
Anushka,Thriller
Traya,Mystery
Khanana,Suspense
Khanana,Thriller
Jeem Boom Bhaa,Comedy
Jeem Boom Bhaa,Thriller
Lukan Michi,Drama
15 Lakh Kadon Aauga,Drama
Konttho,Drama
Konttho,Romance
Jalsaghar,Drama
Evadu Thakkuva Kadu,Drama
Sindhubaadh,Drama
Chase,Crime
Chase,Drama
Chase,Thriller
De De Pyaar De,Comedy
De De Pyaar De,Romance
The Sun Is Also A Star,Drama
The Hustle,Drama
A Dogs Journey,Drama
John Wick: Chapter 3 - Parabellum,Action
John Wick: Chapter 3 - Parabellum,Crime
John Wick: Chapter 3 - Parabellum,Thriller
Mr. Local,Drama
ABCD: American Born Confused Desi,Drama
Rampaat,Drama
Ratnamanjarii,Action
Ratnamanjarii,Thriller
Gangstar vs State,Drama
Bhoot Chaturdashi,Horror
Bhoot Chaturdashi,Psychological
Bhoot Chaturdashi,Thriller
Wrong Number,Drama
